session,subject,region,target,cell_subset,n_trials,n_neurons_total,n_neurons_sampled,n_sessions,n_subjects,n_mice,n_trials_short,n_trials_long,subset_neuron_limit,subset_available_neurons,subset_bootstrap_multiplier,actual,predicted,value,orientation_idx,orientation_deg
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori1,ori2,53.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori1,ori3,34.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori1,ori4,54.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori2,ori1,79.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori2,ori2,268.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori2,ori3,69.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori2,ori4,75.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori3,ori1,33.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori3,ori2,64.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori3,ori3,407.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori3,ori4,39.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori4,ori1,64.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori4,ori2,65.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori4,ori3,51.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,all,1855,242,242,1,1,1,926,929,242,242,1.0,ori4,ori4,222.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,repeat,repeat,330.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,repeat,to,270.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,to,repeat,15.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,to,to,15.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,repeat,repeat,396.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,repeat,to,372.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,to,repeat,10.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,to,to,22.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,repeat,repeat,578.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,repeat,to,376.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,to,repeat,12.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,to,to,24.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,repeat,repeat,291.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,repeat,to,189.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,to,repeat,2.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,all,1855,242,242,1,1,1,926,929,242,242,1.0,to,to,10.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,exc,1855,159,159,1,1,1,926,929,159,159,1.0,repeat,repeat,1917.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,exc,1855,159,159,1,1,1,926,929,159,159,1.0,repeat,change,1683.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,exc,1855,159,159,1,1,1,926,929,159,159,1.0,change,repeat,56.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,exc,1855,159,159,1,1,1,926,929,159,159,1.0,change,change,64.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori1,ori1,273.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori1,ori2,52.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori1,ori3,35.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori1,ori4,59.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori2,ori1,71.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori2,ori2,280.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori2,ori3,63.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori2,ori4,77.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori3,ori1,31.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori3,ori2,64.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori3,ori3,409.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori3,ori4,39.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori4,ori1,63.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori4,ori2,64.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori4,ori3,46.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,exc,1855,159,159,1,1,1,926,929,159,159,1.0,ori4,ori4,229.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,repeat,repeat,314.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,repeat,to,286.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,to,repeat,16.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,to,to,14.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,repeat,repeat,394.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,repeat,to,374.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,to,repeat,11.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,to,to,21.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,repeat,repeat,560.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,repeat,to,394.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,to,repeat,16.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,to,to,20.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,repeat,repeat,291.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,repeat,to,189.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,to,repeat,5.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,exc,1855,159,159,1,1,1,926,929,159,159,1.0,to,to,7.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,repeat,repeat,1744.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,repeat,change,1856.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,change,repeat,61.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,change,change,59.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori1,ori1,125.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori1,ori2,94.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori1,ori3,106.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori1,ori4,94.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori2,ori1,100.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori2,ori2,134.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori2,ori3,158.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori2,ori4,99.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori3,ori1,84.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori3,ori2,101.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori3,ori3,288.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori3,ori4,70.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori4,ori1,91.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori4,ori2,93.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori4,ori3,100.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,ori4,ori4,118.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,repeat,repeat,306.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,repeat,to,294.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,to,repeat,24.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,to,to,6.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,repeat,repeat,448.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,repeat,to,320.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,to,repeat,7.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,to,to,25.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,repeat,repeat,467.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,repeat,to,487.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,to,repeat,17.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,to,to,19.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,repeat,repeat,243.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,repeat,to,237.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,to,repeat,5.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,vip,1855,31,159,1,1,1,926,929,159,31,5.129032258064516,to,to,7.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,repeat,repeat,1708.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,repeat,change,1892.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,change,repeat,57.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,change_vs_repeat,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,change,change,63.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori1,ori1,222.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori1,ori2,76.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori1,ori3,82.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori1,ori4,39.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori2,ori1,109.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori2,ori2,153.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori2,ori3,145.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori2,ori4,84.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori3,ori1,89.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori3,ori2,113.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori3,ori3,249.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori3,ori4,92.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori4,ori1,78.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori4,ori2,105.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori4,ori3,137.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,orientation,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,ori4,ori4,82.0,,
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,repeat,repeat,296.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,repeat,to,304.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,to,repeat,9.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,to,to,21.0,1.0,0.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,repeat,repeat,379.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,repeat,to,389.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,to,repeat,11.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori2_45deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,to,to,21.0,2.0,45.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,repeat,repeat,499.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,repeat,to,455.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,to,repeat,11.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori3_90deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,to,to,25.0,3.0,90.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,repeat,repeat,277.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,repeat,to,203.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,to,repeat,2.0,4.0,135.0
YH18VT_V1_20250423_1451ShortLong,YH18VT,V1,to_or_repeat_ori4_135deg,sst,1855,52,159,1,1,1,926,929,159,52,3.0576923076923075,to,to,10.0,4.0,135.0
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,change_vs_repeat,all,1861,309,309,1,1,1,928,933,309,309,1.0,repeat,repeat,3257.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,change_vs_repeat,all,1861,309,309,1,1,1,928,933,309,309,1.0,repeat,change,363.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,change_vs_repeat,all,1861,309,309,1,1,1,928,933,309,309,1.0,change,repeat,97.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,change_vs_repeat,all,1861,309,309,1,1,1,928,933,309,309,1.0,change,change,23.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori1,ori1,253.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori1,ori2,87.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori1,ori3,71.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori1,ori4,97.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori2,ori1,74.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori2,ori2,112.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori2,ori3,62.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori2,ori4,57.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori3,ori1,58.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori3,ori2,73.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori3,ori3,386.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori3,ori4,59.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori4,ori1,98.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori4,ori2,58.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori4,ori3,56.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,orientation,all,1861,309,309,1,1,1,928,933,309,309,1.0,ori4,ori4,260.0,,
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,all,1861,309,309,1,1,1,928,933,309,309,1.0,repeat,repeat,737.0,1.0,0.0
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,all,1861,309,309,1,1,1,928,933,309,309,1.0,repeat,to,47.0,1.0,0.0
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,all,1861,309,309,1,1,1,928,933,309,309,1.0,to,repeat,32.0,1.0,0.0
YH18VT_V1_20250424_1451ShortLong,YH18VT,V1,to_or_repeat_ori1_0deg,all,1861,309,309,1,1,1,928,933,309,309,1.0,to,to,0.0,1.0,0.0
